index,id,article_title,article_language,journal_title,journal_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
339,853676,Pulsed cyclophosphamide thalidomide and dexamethasone: an oral regimen for previously treated patients with multiple myeloma.,0,The hematology journal : the official journal of the European Haematology Association / EHA,Hematol. J.,1466-4860,5,2,1/4/01,112-7,"{""Meletios A Dimopoulos""""Nikolaos Anagnostopoulos""""Markela P Zorzou""""Athanasios Anagnostopoulos""""Eleni Efstathiou""""Christos Poziopoulos""""George Hamilos""""Vassiliki Grigoraki""""Dimitra Gika""""Athanasios Zomas""""Irini Xilouri""}"
340,556116,A controlled trial of anterior spinal fusion and dbridement in the surgical management of tuberculosis of the spine in patients on standard chemotherapy: a study in two centres in South Africa. Seventh Report of the Medical Research Council Working Party on tuberculosis of the spine,0,empty,empty,empty,10,5,1/1/78,79-105,{NULL}
341,734870,Stress across the life course and depression in a rapidly developing population: the Guangzhou Biobank Cohort Study.,ENG,International journal of geriatric psychiatry,Int J Geriatr Psychiatry,1099-1166,0,-1,9/15/10,empty,"{""Stephen E Gilman""""Chaoqiang Jiang""""Kar Keung Cheng""""C Mary Schooling""""Tai Hing Lam""""Michael Y Ni""""Gabriel M Leung""""Weisen Zhang""}"
342,540850,Glucocorticosteroid treatment of vasogenic oedema,eng,Acta Neurochir Suppl (Wien),Acta neurochirurgica. Supplementum,0065-1419 (Print)     0065-1419,43,0,1/1/88,145-8,"{""W. Bodsch""""T. Rommel""}"
343,465756,Non-surgical treatments for anal fissure in adults.,empty,empty,empty,empty,0,0,empty,0,{NULL}
344,762269,Spontaneous pneumomediastinum in a healthy adolescent.,eng,empty,Eur J Anaesthesiol,empty,48,4,1/9/09,461-7,"{""Renata Vrsalovi_""""Eva Verona""""Iva Mihatov-Stefanovi_""""Biserka Cicak""}"
345,441902,Pharmacotherapy for inherited colorectal cancer. [Review] [42 refs],empty,empty,empty,empty,0,0,empty,0,{NULL}
346,950233,The vascular depression hypothesis: The influence of age on the relationship between cerebrovascular risk factors and depressive symptoms in community dwelling elders,empty,empty,Croat.Med.J.,empty,9,2,0,146-152,"{""S. A. Murrell""""B. T. Mast""""A. R. Azar""}"
347,621415,The link between smoking and impotence: two decades of evidence.,eng,empty,Oncol Nurs Forum,empty,32,6,1/1/06,447-52,"{""N D Osgood""""T O Tengs""}"
348,633877,Stapled haemorrhoidopexy for the treatment of haemorrhoids: a systematic review.,0,Colorectal disease : the official journal of the Association of Coloproctology of Great Britain and Ireland,Colorectal Dis,1463-1318,11,3,1/9/03,233-43; discussion 243,"{""H Weatherly""""D Epstein""""J Burch""""N Woolacott""""D Jayne""""D Fox""""A Baba-Akbari Sari""}"
349,756208,Rapid diagnosis of Mycobacterium tuberculosis infection in children using interferon-gamma release assays (IGRAs).,0,Allergy and asthma proceedings : the official journal of regional and state allergy societies,Allergy Asthma Proc,1539-6304,33,3,1/12/05,217-26,"{""Barbara Zeligs""""Stephen M Peters""""Onorina Di Mita""""Shahla Riazi""""Henry Yeager""""German A Benavides""""Joseph A Bellanti""}"
350,97853,L2 spinal nerve-block effects on acute low back pain from osteoporotic vertebral fracture,eng,empty,empty,empty,10,8,1/9/01,870-5,"{""S. Orita""""M. Takaso""""S. Ohtori""""S. Kishida""""G. Inoue""""M. Suzuki""""K. Yamauchi""""N. Ochiai""""M. Yamashita""""Y. Eguchi""""K. Takahashi""}"
351,720775,Depression treatment preferences among Japanese undergraduates: using conjoint analysis,English,empty,0,empty,58,2,0,195-203,"{""S. Sakamoto""""Y. Okumura""}"
352,294439,Alcohol-related road traffic injuries in Eldoret Kenya,English,empty,0,empty,75,12,1/1/98,708-711,"{""W Odero""}"
353,375430,A study of the clinicians approach to patients' driving status in the memory clinic setting,German,empty,Transplantation,0,30,0,0,1444,"{""M. Thomas""""E. Fairholme""""N. Nichols""""M. George""}"
354,689666,Frequency of CDH1 germline mutations in gastric carcinoma coming from high- and low-risk areas: metanalysis and systematic review of the literature.,eng,empty,PloS one,empty,12,-1,0,8,"{""Franco Roviello""""Daniele Marrelli""""Carla Vindigni""""Valeria Pascale""""Giovanni Corso""}"
355,896848,Recovery of postoperative cognitive function in elderly patients after a long duration of desflurane anesthesia: a pilot study.,eng,Journal Of Anesthesia,J Anesth,1438-8359,29,4,1/15/08,627-30,"{""Michiko Osuda""""Satoshi Kazuma""""Michiaki Yamakage""""Shunsuke Tachibana""""Tomo Hayase""}"
356,231182,The change in eating disorder symptoms scale: Scale development and psychometric properties,empty,empty,Expert Opin Emerg Drugs,empty,11,3,1/10/01,131-137,"{""D. L. Spangler""}"
357,232896,Detecting and monitoring the symptoms of Parkinson's disease using smartphones: A pilot study.,ENG,Parkinsonism & related disorders,Parkinsonism Relat. Disord.,1873-5126,1,-1,7/15/03,empty,"{""S Arora""""A Zhan""""S Donohue""""E R Dorsey""""K M Biglan""""V Venkataraman""""M A Little""}"
358,798716,Osteoid osteoma in a 16-year-old boy presenting with atrophy of the left thigh: diagnostic difficulties.,eng,empty,0,empty,50,4,1/8/07,373-6,"{""Akin Uz_mc_gil""""Meral Top_u""""M Fani Bozkurt""""Sinem Akg_l""}"
359,704812,Systematic review of economic aspects of alternative modes of delivery,empty,empty,Pharmacoeconomics,0,68,2,1/1/01,149-57,"{""R. McCandlish""""S. Petrou""""J. Henderson""""L. Kumiega""}"
360,203084,Specific collaborative group intervention for patients with medically unexplained symptoms in general practice: A cluster randomized controlled trial,empty,empty,empty,empty,82,2,0,106-119,"{""Sauer N.""""Szecsenyi J.""""Faber R.""""Guthrie E.""""Schaefert R.""""Herzog W.""""Boelter R.""""Wild B.""""Kaufmann C.""""Schellberg D.""}"
361,81959,Disruption of the gastroesophageal junction by central obesity and waist belt: role of raised intra-abdominal pressure.,ENG,Diseases of the esophagus : official journal of the International Society for Diseases of the Esophagus / I.S.D.E,Dis. Esophagus,1442-2050,0,-1,2/28/14,0,"{""Y Y Lee""""K E L McColl""}"
362,235924,[Perineal regional anaesthesia: indications in gynaecologic and proctologic surgery and in obstetric],fre,Ann Fr Anesth Reanim,Annales francaises d'anesthesie et de reanimation,0750-7658,25,11,1/6/01,1127-33,"{""F. Bolandard""""M. Bonnin""""P. Duband""""J. E. Bazin""""J. P. Mission""}"
363,291020,Effects of a three-month combined training program on the cardiopulmonary and muscle strength capacities of type 2 diabetic subjects.,0,empty,Ann Oncol,empty,53,1,1/13/02,56-64,"{""O Serresse""""C Boudreau-Lariviere""""S Grelier""""R Zory""}"
364,408188,Unique monoclonal antibodies specifically bind surface structures on human fetal erythroid blood cells.,eng,Experimental cell research,Exp. Cell Res.,1090-2422,319,17,10/15/13,Jul-00,"{""Silke Zimmermann""""Stefan A Stachelhaus""""Christiane Hollmann""}"
365,283460,Extended-release naltrexone plus medical management alcohol treatment in primary care: Findings at 15 months,English,empty,Rheumatology,empty,43,4,1/12/01,458-462,"{""Marc N. Gourevitch""""Jennifer McNeely""""David Stevens""""John Rotrosen""""Ellie Grossman""""Laura Huben""""Marc Manseau""""Joshua D. Lee""}"
366,563505,Multiparametric MRI for recurrent prostate cancer post radical prostatectomy and postradiation therapy.,0,BioMed research international,PloS one,2314-6141,2014,-1,1/14/01,316272,"{""Valeria Panebianco""""Flavio Barchetti""}"
367,761676,The Impact of Culture on Learning: Exploring Student Perceptions,eng,empty,J Environ Monit,empty,3,3,0,182-195,"{""Prem Ramburuth""""Massimiliano Tani""}"
368,923043,[Changes in plasma concentrations of human hepatocyte growth factor before and after major intra-abdominal surgery under nitrous oxide-sevoflurane anesthesia].,jpn,empty,0,empty,43,10,10/1/94,1556-9,"{""H Fukuda""""H Kasuda""""J Saitoh""""H Mitsuhata""""Y Hirabayashi""""K Saitoh""""R Shimizu""}"
369,248075,Surgical treatment of pathologic fractures of humerus,0,Injury,Injury,0020-1383,41,11,1/10/01,1112-6,"{""B. Rossi""""A. Piccioli""""G. Maccauro""""L. Scaramuzzo""""F. Frenos""""R. Capanna""}"
370,313030,Balancing Identity Motivation and Internal Dialogue in the Making of Solos: Conquering the High Wire,English,empty,J Cell Sci,empty,24,6,0,673-692,"{""Carey E. Andrzejewski""}"
371,885384,Modification of aspects of the endocrine response to tracheal intubation by lignocaine halothane and thiopentone.,eng,empty,0,empty,56,3,3/1/84,239-46,"{""O Widholm""""A M Lehtinen""""J Hovorka""}"
372,361906,Fluid resuscitation in sepsis: a systematic review and network meta-analysis.,eng,Annals of internal medicine,Ann. Intern. Med.,1539-3704,161,5,2/14/09,347-55,"{""Waleed Alhazzani""""Lehana Thabane""""Deborah J Cook""""Wojciech Szczeklik""""Anees Sindi""""Qi Zhou""""Sultan Altayyar""""Anna Wludarczyk""""Gordon H Guyatt""""[Collective Name] Fluids in Sepsis and Septic Shock Group""""Michael Wang""""Guowei Li""""Roman Jaeschke""""Diane Heels-Ansdell""""Alison Fox-Robichaud""""Bram Rochwerg""""Fayez Alshamsi""""Wang-Chun Ip""""Djillali Annane""""Lawrence Mbuagbaw""}"
373,180827,CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities,0,empty,Rheumatology,empty,47,0,0,298-308,"{""W. Yu""""R. Pagani""""L. Huang""}"
374,723057,Measuring the value of research data: a citation analysis of oceanographic data sets,empty,empty,Respirology,0,9,0,0,e92590,"{""C. W. Belter""}"
375,894502,Trends in the quality of data from 5168 oligonucleotide microarrays from a single facility,0,empty,Croat.Med.J.,empty,16,2,1/5/01,143-153,"{""David B. Finkelstein""}"
376,793410,Nomogram to predict anastomotic leakage after laparoscopic anterior resection with intracorporeal rectal transection and double-stapling technique anastomosis for rectal cancer.,0,Hepato-gastroenterology,J. Natl. Cancer Inst.,0172-6390,61,133,1/14/07,1257-61,"{""Qiang Huang""""Yang Wu""""Zhi Qiang Zhu""""Wei Liang""""Feng Shao""""Han Hui Yao""}"
377,816944,Cervical occupational hazards in ophthalmic plastic surgery,English,empty,Transplantation,empty,26,5,0,392-398,"{""A.D. Nimbarte""""J.A. Sivak-Callcotta""""C.A. Mancinelli""}"
378,632040,Association between proton pump inhibitor therapy and clostridium difficile infection: a contemporary systematic review and meta-analysis.,eng,PLoS One,PloS one,1932-6203,7,12,1/12/01,e50836,"{""Talal Ibrahim""""Mohamad Al Tannir""""Imad M Tleyjeh""""Abed Allehibi""""Musa A Garbati""""Abdur Rahman Khan""""Muhammad Riaz""""Alex J Sutton""""Larry M Baddour""""Faisal A Alasmari""""Mushabab AlGhamdi""""Aref A Bin Abdulhak""""Patricia J Erwin""}"
379,752280,Relationship between water hardness and coronary mortality in Taiwan,0,empty,Journal of analytical toxicology,empty,49,1,1/1/96,9-Jan,"{""C. Y. Yang""""T. N. Wang""""H. F. Chiu""""C. H. Lee""""J. F. Chiu""""Y. C. Ko""}"
380,716594,Groundbreaking study links physical activity with lower costs in seniors,empty,empty,Clin Med,empty,10,5,1/4/01,51-54 4p,{NULL}
381,919751,Bronchial mucus transport velocity in patients receiving propofol and remifentanil versus sevoflurane and remifentanil anesthesia.,0,Anesthesia And Analgesia,Anesth Analg,1526-7598,102,5,1/6/05,1427-30,"{""Michael J Paech""""Stephan A Schug""""Bhavesh Patel""""Thomas Ledowski""}"
382,60309,The pathogenesis of normal pressure hydrocephalus: a theoretical analysis.,eng,Bulletin of mathematical biology,Bull. Math. Biol.,0092-8240,61,5,9/1/99,875-916,"{""D N Levine""}"
383,757176,[Clinical characteristics in non-symptomatic infants with tuberculosis whose diagnostic clue was regular tuberculin skin test prior to BCG vaccination].,jpn,Kekkaku : [Tuberculosis],Kekkaku,0022-9776,80,8,1/5/08,565-9,"{""Shinya Kondo""""Tomoo Miyagawa""}"
384,261329,Abstracts from the ASENT 14th Annual Meeting,English,empty,Rev Lat Am Enfermagem,empty,10,3,0,empty,{NULL}
385,615903,Cost-effectiveness of interventions promoting physical activity.,0,British journal of sports medicine,Br J Sports Med,1473-0480,43,1,1/9/01,Jun-70,"{""T Reinhold""""F M_ller-Riemenschneider""""S N Willich""}"
386,169524,Characterizing the sources range and environmental influences of radon 222 and its decay products,empty,The Science of the total environment,Sci. Total Environ.,1879-1026,45,0,1/1/85,233-44,"{""B. A. Moed""""S. M. Doyle""""A. V. Nero""""K. L. Revzan""""M. B. Schwehr""""R. G. Sextro""""W. W. Nazaroff""}"
387,178424,Spatial measures associated with stair use,eng,empty,empty,empty,-1,2,1/7/01,346-352,"{""Bafna Bassler Blarney Coleman Hillier Kerr Kerr Kerr Livingston Marshall Pauls Peponis Pikora Stokols Templer Zimring Andersen""""Gayle Nicoll""}"
388,716357,Urban rural and regional variations in physical activity,eng,empty,Croat.Med.J.,empty,21,3,1/5/01,239-244 6p,"{""Durstine JL""""Mayo K""""Martin SL""""Kirkner GJ""""Matthews CE""""Hebert JR""}"
389,448010,Attitudes of physicians regarding anticoagulation for atrial fibrillation: a systematic review. [Review],empty,empty,empty,empty,0,0,empty,0,{NULL}
390,788729,Impact of clinical pharmacist intervention on diabetes-related outcomes in a military treatment facility,0,Ann Pharmacother,PloS one,1060-0280,46,3,1/12/01,353-7,"{""C. S. Berry-Caban""""L. Bowers""""S. Wallgren""}"
391,624354,Usefulness of US cost-of-illness studies in healthcare decision making.,0,PharmacoEconomics,Pharmacoeconomics,1170-7690,19,2,1/1/01,207-13,"{""D J Bruno""""B S Bloom""""R Jayadevappa""""D Y Maman""}"
392,112716,Diabetes incidence in Pima indians: contributions of obesity and parental diabetes.,eng,American Journal of Epidemiology,Am.J.Epidemiol.,Feb-62,113,2,2/1/81,144-56,"{""W C Knowler""""P J Savage""""P H Bennett""""D J Pettitt""}"
393,881020,[Laparoscopic appendectomy after the learning curve].,spa,Cirug_a Peditrica: Organo Oficial De La Sociedad Espaola De Cirug_a Peditrica,Cir Pediatr,0214-1221,21,3,1/8/07,167-72,"{""J Arana""""E Rezola""""A Villanueva""""M I Intxaurrondo""""M Suol""""I Eizaguirre""""J Garay""}"
394,605643,[The effect of shift work on the health of workers: a systematic review].,por,empty,0,empty,29,4,1/8/12,639-46,"{""Eunice Fabiani Hilleshein""""Liana Lautert""""Karine Kummer Gemelli""}"
395,5782,Oral dimenhydrinate versus placebo in children with gastroenteritis: A randomized controlled trial,0,empty,Rheumatology,empty,129,6,0,1050-1055,"{""S. Gouin""""J. Gravel""""M. Roy""""D. Lebel""""T.-T. Vo""}"
396,852332,Early and late mortality in hospitalised patients with raised cardiac troponin T.,0,Postgraduate medical journal,Postgrad Med J,1469-0756,88,1042,1/12/08,437-42,"{""Julia Dawn Jones""""Touran Heidi Keen""""Peter Sze Chai Wong""""Reza Ashrafi""""Omer Khanzada""""Derek Richard Robinson""""Upul Wickramarachchi""}"
397,343395,Comprehensive multidisciplinary patient assessment and selection before TAVI procedure.,0,Minerva cardioangiologica,Pharm Pract (Granada),1827-1618,62,2,1/14/04,177-91,"{""A Rezq""""D Covello""""C Godino""""M Montorfano""""A Colombo""}"
398,826830,Early thoracic sympathetic block improves the treatment effect for upper extremity neuropathic pain,0,Anesthesia And Analgesia,Journal of clinical microbiology,1526-7598,113,3,1/11/01,605-9,"{""Pyung Bok Lee""""Francis Sahngun Nahm""""Hyung Seok Yoo""""Chul Joong Lee""}"
399,905100,Coping with arthritis using safer herbal options,empty,empty,empty,empty,2,1,0,11-Jan,"{""Patwardhan S.K.""""Bodas K.S.""""Gundewar S.S.""}"
400,34517,Identification of a novel missense (C7W) mutation of SOD1 in a large familial amyotrophic lateral sclerosis pedigree.,0,Neurobiology of aging,Tumour Biol.,1558-1497,35,3,1/14/03,725.e11-5,"{""Zhongsheng Sun""""Huajing Teng""""Tao Cai""""Xusheng Huang""""Ping Yu""""Fang Cui""""Zhaohui Chen""""Fengbiao Mao""""Wanshi Cai""""Zhanjun Wang""""Lin Chen""""Jiesi Wang""}"
401,771377,Secondary prophylaxis for rheumatic fever: simple concepts difficult delivery,0,World J Pediatr Congenit Heart Surg,Case Rep.Med.,2150-1351 (Print)     2150-1351,4,4,1/13/01,380-4,"{""N. Wilson""}"
402,32426,Evaluation of a single intra-articular injection of autologous protein solution for treatment of osteoarthritis in horses.,eng,American journal of veterinary research,Am. J. Vet. Res.,1943-5681,75,2,1/14/02,141-51,"{""Akikazu Ishihara""""Maxey L Wellman""""Andrea R Barnaba""""Alicia L Bertone""""Peter M Kanter""""Rebecca A Schwarze""""Michael L Schmall""""Ron L Genovese""""Lisa J Zekas""""Katharine B Lewis""}"
403,722451,Supply chain orientation in SMEs as an attitudinal construct,empty,empty,Respirology,empty,19,4,0,395,"{""Birgit Schulze-Ehlers""""Achim Spiller""""Nina Steffen""""Gesa Busch""}"
404,318542,Pneumonia and encephalopathy in a patient with progressing Parkinson's disease and dementia,English,empty,Rheumatology,empty,35,2,0,160-172,"{""S. Livesay""""S.D. Ruppert""}"
405,533425,A meta-analytic review of exposure in group cognitive behavioral therapy for posttraumatic stress disorder.,0,Clinical psychology review,Clin Psychol Rev,1873-7811,33,1,1/13/02,24-32,"{""R F Hofstein""""J M Mott""""T L Barrera""""E J Teng""}"
