id,brewery_id,brewery_name,beer_name,style,ounces,abv,ibu,city,state
2111,217,Forgotten Boardwalk,What the Butler Saw,Witbier,12.0 oz.,0.05,18.0,Cherry Hill,NJ
2110,217,Forgotten Boardwalk,1916 Shore Shiver,American IPA,12.0 oz.,0.069,65.0,Cherry Hill,NJ
2172,206,Fort George Brewery,Quick WIT,Belgian Pale Ale,12.0 oz.,0.05%,empty,Astoria,OR
2171,206,Fort George Brewery,The Optimist,American IPA,12.0 ounce,0.06%,empty,Astoria,OR
1911,206,Fort George Brewery,Suicide Squeeze IPA,American IPA,16.0 oz.,0.045,empty,Astoria,OR
1803,206,Fort George Brewery,Java the Hop,American IPA,16.0 oz.,0.065,empty,Astoria,OR
1566,206,Fort George Brewery,Next Adventure Black IPA,American Black Ale,16.0 oz.,0.062,empty,Astoria,OR
1515,206,Fort George Brewery,3-Way IPA (2013),American IPA,16.0 ounce,0.067,empty,Astoria,OR
1214,206,Fort George Brewery,Tender Loving Empire NWPA,American Pale Ale (APA),16.0 oz.,0.058,empty,Astoria,OR
674,206,Fort George Brewery,Quick Wit Belgianesque Ale,Witbier,16.0 oz.,0.052,empty,Astoria,OR
562,206,Fort George Brewery,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),16.0 oz,0.055,empty,Astoria,OR
552,206,Fort George Brewery,Cavatica Stout,American Double / Imperial Stout,16.0 ounce,0.088,empty,Astoria,OR
319,206,Fort George Brewery,1811 Lager,American Amber / Red Lager,16.0 oz,0.051,empty,Astoria,OR
318,206,Fort George Brewery,Vortex IPA,American IPA,16.0 ounce,0.07%,97.0,Astoria,OR
2322,151,Fort Pitt Brewing Company,Fort Pitt Ale,American Amber / Red Ale,12.0 oz.,empty,empty,Latrobe PA,empty
2661,4,Fort Point Beer Company,Park,American Pale Wheat Ale,12.0 oz.,0.05%,19.0,San Francisco,CA
2660,4,Fort Point Beer Company,Westfalia,American Amber / Red Ale,12.0 ounce,0.056,16.0,San Francisco,CA
2659,4,Fort Point Beer Company,KSA,Kölsch,12.0 oz,0.046,17.0,San Francisco,CA
2658,4,Fort Point Beer Company,Villager,American IPA,12.0 oz,0.063,42.0,San Francisco,CA
2625,15,Founders Brewing Company,Dirty Bastard,Scotch Ale / Wee Heavy,12.0 ounce,0.085,50.0,Grand Rapids,MI
1565,15,Founders Brewing Company,Centennial IPA,American IPA,12.0 oz.,0.072,65.0,Grand Rapids,MI
1223,15,Founders Brewing Company,All Day IPA,American IPA,12.0 oz.,0.047,42.0,Grand Rapids,MI
1874,0,Four Corners Brewing Company,El Chingon IPA,American IPA,12.0 oz,0.08%,73.0,Dallas,TX
1873,0,Four Corners Brewing Company,Block Party Robust Porter,American Porter,12.0 ounce,0.057,40.0,Dallas,TX
1872,0,Four Corners Brewing Company,Local Buzz,American Blonde Ale,12.0 oz,0.052,20.0,Dallas TX,empty
2613,22,Four Fathers Brewing,Feel Like Maplin' Love,Oatmeal Stout,16.0 oz,0.055,empty,Valparaiso,IN
2612,22,Four Fathers Brewing,Father's Beer,Belgian Pale Ale,16.0 ounce,0.05,empty,Valparaiso,IN
2611,22,Four Fathers Brewing,The 26th,American IPA,16.0 oz.,0.06,empty,Valparaiso,IN
2610,22,Four Fathers Brewing,The Gadget,American IPA,16.0 oz. Alumi-Tek,0.064,90.0,Valparaiso,IN
1657,348,Four Horsemen Brewing Company,Leprechaun Lager,American Pale Lager,12.0 oz. Alumi-Tek,0.04%,empty,South Bend,IN
2309,160,Four Peaks Brewing Company,Sunbru Kölsch,Kölsch,12.0 oz,0.052,17.0,Tempe,AZ
1635,160,Four Peaks Brewing Company,Kilt Lifter Scottish-Style Ale,empty,12.0 oz,0.06,21.0,Tempe,AZ
1616,160,Four Peaks Brewing Company,Pumpkin Porter,American Porter,12.0 oz.,0.051,empty,Tempe,AZ
1585,160,Four Peaks Brewing Company,Four Peaks Peach Ale,Fruit / Vegetable Beer,12.0 oz.,0.042,9.0,Tempe,AZ
358,160,Four Peaks Brewing Company,Hop Knot IPA,American IPA,12.0 oz,0.067,47.0,Tempe,AZ
179,160,Four Peaks Brewing Company,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,12.0 oz.,0.06,21.0,Tempe,AZ
178,160,Four Peaks Brewing Company,Sunbru Kölsch,Kölsch,12.0 oz,0.052,empty,Tempe,AZ
2428,105,Four String Brewing Company,Four String Vanilla Porter,American Porter,12.0 ounce,0.06,empty,Columbus,OH
2427,105,Four String Brewing Company,Suncaster Summer Wheat,American Pale Wheat Ale,12.0 oz.,0.05%,28.0,Columbus,OH
2425,105,Four String Brewing Company,Brass Knuckle Pale Ale,American Pale Ale (APA),12.0 oz. Alumi-Tek,0.057,36.0,Columbus,OH
2424,105,Four String Brewing Company,Big Star White IPA,American White IPA,12.0 ounce,0.07,70.0,Columbus,OH
1998,0,Frankenmuth Brewery,Old Detroit,American Amber / Red Ale,12.0 oz.,0.06%,empty,Frankenmuth,MI
1556,0,Frankenmuth Brewery,Batch 69 IPA,American IPA,12.0 oz. Alumi-Tek,0.069,69.0,Frankenmuth,MI
1208,253,Frankenmuth Brewery,Twisted Helles Summer Lager,Munich Helles Lager,12.0 ounce,0.055,18.0,Frankenmuth,MI
2527,66,Freetail Brewing Company,OktoberFiesta,empty,12.0 oz. Alumi-Tek,0.053,27.0,San Antonio,TX
2526,66,Freetail Brewing Company,Texicali,American Brown Ale,12.0 oz.,0.07%,33.0,San Antonio,TX
2525,66,Freetail Brewing Company,Pinata Protest,Witbier,12.0 oz.,0.06,empty,San Antonio,TX
2524,66,Freetail Brewing Company,Bat Outta Helles,Munich Helles Lager,12.0 oz.,0.042,20.0,San Antonio,TX
2523,66,Freetail Brewing Company,Original,American Amber / Red Ale,12.0 oz.,0.068,empty,San Antonio,TX
2522,66,Freetail Brewing Company,Rye Wit,Witbier,12.0 ounce,0.042,10.0,San Antonio,TX
2521,66,Freetail Brewing Company,Soul Doubt,American IPA,12.0 oz,0.059,70.0,San Antonio,TX
2520,66,Freetail Brewing Company,Yo Soy Un Berliner,Berliner Weissbier,12.0 ounce,0.044,5.0,San Antonio,TX
1174,460,Fremont Brewing Company,77 Fremont Select Spring Session IPA,American IPA,12.0 ounce,0.04,empty,Seattle,WA
1116,460,Fremont Brewing Company,Fremont Organic Pale Ale,American Pale Ale (APA),12.0 oz,0.045,empty,Seattle,WA
994,460,Fremont Brewing Company,Abominable Ale,English Strong Ale,12.0 ounce,0.08,empty,Seattle,WA
901,460,Fremont Brewing Company,Harvest Ale,Saison / Farmhouse Ale,12.0 oz,0.07%,35.0,Seattle,WA
875,460,Fremont Brewing Company,Fremont Summer Ale,American Pale Ale (APA),12.0 oz,0.065,45.0,Seattle,WA
858,460,Fremont Brewing Company,Universale Pale Ale,American Pale Ale (APA),12.0 oz.,0.06%,30.0,Seattle,WA
857,460,Fremont Brewing Company,Interurban IPA,American IPA,12.0 oz,0.07%,80.0,Seattle,WA
1300,433,French Broad Brewery,Gateway Kolsch Style Ale,Kölsch,12.0 oz.,0.05%,32.0,Asheville,NC
1260,433,French Broad Brewery,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,12.0 oz,0.07%,24.0,Asheville,NC
1259,433,French Broad Brewery,13 Rebels ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.05%,42.0,Asheville,NC
2254,180,Frog Level Brewing Company,Salamander Slam,American IPA,16.0 oz. Alumi-Tek,0.07%,73.0,Waynesville,NC
1658,347,Fullsteam Brewery,Cack-A-Lacky,American Pale Ale (APA),12.0 OZ.,0.05%,empty,Durham,NC
2077,0,Geneva Lake Brewing Company,No Wake IPA,American IPA,12.0 oz.,0.072,50.0,Lake Geneva,WI
2076,228,Geneva Lake Brewing Company,Boathouse Blonde,American Blonde Ale,12.0 ounce,0.049,15.0,Lake Geneva,WI
2075,228,Geneva Lake Brewing Company,Cedar Point,American Amber / Red Ale,12.0 ounce,0.05,26.0,Lake Geneva,WI
2426,106,Glabrous Brewing Company,Clean Shave IPA,American IPA,12.0 oz,0.067,70.0,Pineland ME,empty
2045,0,Golden Road Brewing,Might As Well IPL,American Pale Lager,16.0 oz,0.072,75.0,Los Angeles,CA
1960,240,Golden Road Brewing,Saison Pamplemousse,Saison / Farmhouse Ale,12.0 OZ.,0.06%,35.0,Los Angeles,CA
1777,240,Golden Road Brewing,2020 IPA,American IPA,16.0 oz.,0.074,74.0,Los Angeles,CA
1698,240,Golden Road Brewing,Wolf Among Weeds IPA,American IPA,16.0 oz.,0.08,70.0,Los Angeles,CA
1641,240,Golden Road Brewing,Better Weather IPA,American IPA,16.0 oz,0.094,92.0,Los Angeles,CA
1490,240,Golden Road Brewing,Point the Way IPA,American IPA,16.0 oz.,0.06%,60.0,Los Angeles,CA
1489,240,Golden Road Brewing,Golden Road Hefeweizen,Hefeweizen,16.0 ounce,0.046,15.0,Los Angeles,CA
1399,0,Golden Road Brewing,Heal the Bay IPA,American IPA,16.0 oz,0.068,65.0,Los Angeles,CA
1296,240,Golden Road Brewing,Point the Way IPA,American IPA,12.0 oz,0.06%,60.0,Los Angeles,CA
1034,240,Golden Road Brewing,Cabrillo Kölsch,Kölsch,16.0 oz,0.05,empty,Los Angeles,CA
991,240,Golden Road Brewing,Get Up Offa That Brown,American Brown Ale,16.0 oz.,0.055,20.0,Los Angeles,CA
750,240,Golden Road Brewing,Burning Bush Smoked IPA,American IPA,16.0 oz.,0.08,70.0,Los Angeles,CA
749,240,Golden Road Brewing,Wolf Among Weeds IPA (2012),American IPA,16.0 oz.,0.08,70.0,Los Angeles,CA
549,240,Golden Road Brewing,Point the Way IPA (2012),American IPA,16.0 oz.,0.059,60.0,Los Angeles,CA
548,240,Golden Road Brewing,Golden Road Hefeweizen (2012),Hefeweizen,16.0 ounce,0.05%,15.0,Los Angeles,CA
2587,39,Gonzo's BiggDogg Brewing,Vanilla Porter,American Porter,16.0 ounce,0.07,11.0,Kalamazoo,MI
1109,464,Good Life Brewing Company,Descender IPA,American IPA,12.0 ounce,0.07,70.0,Bend,OR
1108,464,Good Life Brewing Company,Sweet As Pacific Ale,American Pale Wheat Ale,12.0 oz.,0.06,18.0,Bend,OR
1000,478,Good People Brewing Company,Good People Pale Ale,American Pale Ale (APA),12.0 oz.,0.06%,36.0,Birmingham,AL
312,478,Good People Brewing Company,Snake Handler Double IPA,American Double / Imperial IPA,12.0 oz,0.093,103.0,Birmingham,AL
311,478,Good People Brewing Company,Coffee Oatmeal Stout,Oatmeal Stout,12.0 oz.,0.06,54.0,Birmingham,AL
309,478,Good People Brewing Company,Good People IPA,American IPA,12.0 ounce,0.06,64.0,Birmingham,AL
308,478,Good People Brewing Company,Good People American Brown Ale,American Brown Ale,12.0 ounce,0.06%,36.0,Birmingham,AL
2205,194,Goodlife Brewing Co.,Mountain Rescue Pale Ale,American Pale Ale (APA),12.0 OZ.,0.055,40.0,Bend,OR
2198,196,Goose Island Brewery Company,Goose Island India Pale Ale,American IPA,12.0 oz.,0.059,55.0,Chicago,IL
2457,88,Goose Island Brewing Company,312 Urban Pale Ale,American Pale Ale (APA),16.0 oz.,0.054,30.0,Chicago,IL
2202,88,Goose Island Brewing Company,312 Urban Pale Ale,American Pale Ale (APA),12.0 oz.,0.05%,30.0,Chicago,IL
2201,88,Goose Island Brewing Company,312 Urban Wheat Ale,American Pale Wheat Ale,16.0 oz,0.04%,18.0,Chicago,IL
1829,0,Goose Island Brewing Company,312 Urban Wheat Ale,American Pale Wheat Ale,12.0 ounce,0.04%,18.0,Chicago,IL
581,88,Goose Island Brewing Company,312 Urban Wheat Ale (2012),American Pale Wheat Ale,12.0 oz.,0.04%,20.0,Chicago,IL
1383,420,Gore Range Brewery,Beaver Logger,American Pale Lager,12.0 ounce,0.05%,19.0,Edwards,CO
477,536,Grand Canyon Brewing Company,White Water Wheat,American Pale Wheat Ale,12.0 oz.,0.05,empty,Williams,AZ
476,536,Grand Canyon Brewing Company,Grand Canyon American Pilsner,American Pilsner,12.0 oz.,0.05%,empty,Williams,AZ
143,536,Grand Canyon Brewing Company,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,12.0 oz. Silo Can,0.054,empty,Williams,AZ
142,536,Grand Canyon Brewing Company,Black Iron India Pale Ale,American IPA,12.0 oz.,empty,empty,Williams,AZ
2129,213,Grapevine Craft Brewery,Monarch Classic American Wheat,American Pale Wheat Ale,12.0 oz.,0.043,21.0,Farmers Branch,TX
2127,213,Grapevine Craft Brewery,Sir William's English Brown Ale,English Brown Ale,12.0 oz.,0.049,21.0,Farmers Branch,TX
2126,213,Grapevine Craft Brewery,Lakefire Rye Pale Ale,American Pale Ale (APA),12.0 oz.,0.055,35.0,Farmers Branch,TX
2303,165,Great Crescent Brewery,Beer Agent Re-Ignition,American Blonde Ale,16.0 oz.,0.053,22.0,Aurora,IN
1990,165,Great Crescent Brewery,Cherry Ale,Fruit / Vegetable Beer,16.0 OZ.,0.057,18.0,Aurora,IN
1702,165,Great Crescent Brewery,Bourbon Barrel Aged Coconut Porter,American Porter,16.0 oz,0.056,33.0,Aurora,IN
1701,165,Great Crescent Brewery,Great Crescent IPA,American IPA,16.0 oz.,0.062,60.0,Aurora,IN
1700,165,Great Crescent Brewery,Aurora Lager,Dortmunder / Export Lager,16.0 oz,0.057,27.0,Aurora,IN
1699,165,Great Crescent Brewery,Great Crescent Blonde Ale,American Blonde Ale,16.0 oz.,0.053,22.0,Aurora,IN
1269,165,Great Crescent Brewery,Great Crescent Coconut Porter,American Porter,16.0 oz.,0.056,33.0,Aurora,IN
930,165,Great Crescent Brewery,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,16.0 oz.,0.06%,25.0,Aurora,IN
649,165,Great Crescent Brewery,Great Crescent Brown Ale,American Brown Ale,16.0 OZ.,0.045,36.0,Aurora,IN
639,165,Great Crescent Brewery,Cherry Ale (1),Fruit / Vegetable Beer,16.0 oz.,0.057,18.0,Aurora,IN
626,165,Great Crescent Brewery,Aurora Lager (2011),Dortmunder / Export Lager,16.0 oz.,0.06%,27.0,Aurora,IN
615,165,Great Crescent Brewery,Frosted Fields Winter Wheat,American Dark Wheat Ale,16.0 oz.,0.06%,25.0,Aurora,IN
478,0,Great Crescent Brewery,Great Crescent Belgian Style Wit,Witbier,16.0 oz,0.051,13.0,Aurora,IN
455,165,Great Crescent Brewery,Bourbon's Barrel Stout,American Stout,16.0 oz,0.075,65.0,Aurora,IN
442,165,Great Crescent Brewery,Great Crescent Stout,English Stout,16.0 oz,0.08,66.0,Aurora,IN
441,165,Great Crescent Brewery,Great Crescent Coconut Porter (2012),American Porter,16.0 oz.,0.06%,33.0,Aurora,IN
440,165,Great Crescent Brewery,Great Crescent Dark Lager,Euro Dark Lager,16.0 oz,0.057,23.0,Aurora,IN
439,165,Great Crescent Brewery,Great Crescent Mild Ale,English Dark Mild Ale,16.0 oz.,0.042,26.0,Aurora,IN
436,165,Great Crescent Brewery,Great Crescent IPA (2011),American IPA,16.0 oz.,0.06%,60.0,Aurora,IN
389,165,Great Crescent Brewery,Great Crescent Blonde Ale (2011),American Blonde Ale,16.0 oz,0.05%,22.0,Aurora,IN
2650,6,Great Divide Brewing Company,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),12.0 oz,0.05,empty,Denver,CO
2649,6,Great Divide Brewing Company,Hibernation Ale,Old Ale,12.0 oz,0.087,empty,Denver,CO
2648,6,Great Divide Brewing Company,Whitewater,American Pale Wheat Ale,12.0 oz.,0.06%,empty,Denver,CO
2647,6,Great Divide Brewing Company,Rumble,American IPA,12.0 ounce,0.071,empty,Denver,CO
2646,0,Great Divide Brewing Company,Orabelle,Tripel,12.0 oz,0.08%,empty,Denver,CO
2645,6,Great Divide Brewing Company,Lasso,American IPA,12.0 oz.,0.05,empty,Denver,CO
2644,6,Great Divide Brewing Company,Yeti  Imperial Stout,Russian Imperial Stout,12.0 ounce,0.10%,75.0,Denver,CO
2643,6,Great Divide Brewing Company,Colette,Saison / Farmhouse Ale,12.0 OZ.,0.07%,empty,Denver,CO
2642,6,Great Divide Brewing Company,Titan IPA,American IPA,12.0 oz.,0.071,empty,Denver,CO
404,543,Great Northern Brewing Company,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,24.0 oz.,0.05%,15.0,Whitefish,MT
164,543,Great Northern Brewing Company,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,12.0 ounce,0.045,15.0,Whitefish,MT
1923,269,Great Raft Brewing Company,Commotion APA,American Pale Ale (APA),12.0 ounce,0.052,49.0,Shreveport,LA
1922,269,Great Raft Brewing Company,Southern Drawl Pale Lager,American Pale Lager,12.0 oz,0.052,empty,Shreveport,LA
1604,365,Great River Brewery,Chickawawa Lemonale,Fruit / Vegetable Beer,12.0 oz,0.05,5.0,Davenport,IA
1574,365,Great River Brewery,Barrel Aged Farmer,American Brown Ale,16.0 ounce,0.07%,22.0,Davenport,IA
1446,365,Great River Brewery,Great River Golden Ale,American Blonde Ale,12.0 ounce,0.048,empty,Davenport,IA
1275,365,Great River Brewery,Dirty Blonde Chocolate Ale,American Blonde Ale,12.0 oz.,0.048,empty,Davenport,IA
1244,365,Great River Brewery,Dos Pistolas,Vienna Lager,12.0 oz.,0.05%,20.0,Davenport,IA
1064,365,Great River Brewery,Owney Irish Style Red Ale,Irish Red Ale,16.0 ounce,0.05,30.0,Davenport,IA
1028,365,Great River Brewery,Aaah Bock Lager,Vienna Lager,16.0 OZ.,0.06%,empty,Davenport,IA
865,365,Great River Brewery,Widespread Wit,Witbier,16.0 oz.,0.055,10.0,Davenport,IA
864,365,Great River Brewery,Roller Dam Red Ale,Irish Red Ale,16.0 oz. Alumi-Tek,0.05%,30.0,Davenport,IA
863,365,Great River Brewery,483 Pale Ale,American Pale Ale (APA),16.0 oz.,0.053,48.0,Davenport,IA
672,365,Great River Brewery,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,16.0 oz.,0.09%,99.0,Davenport,IA
655,365,Great River Brewery,Farmer Brown Ale,American Brown Ale,16.0 ounce,0.07,22.0,Davenport,IA
540,365,Great River Brewery,Big Cock IPA,American IPA,16.0 oz,0.07%,70.0,Davenport,IA
539,365,Great River Brewery,Oktoberfest,Märzen / Oktoberfest,16.0 oz.,0.06%,25.0,Davenport,IA
517,365,Great River Brewery,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,16.0 oz.,0.048,25.0,Davenport,IA
371,365,Great River Brewery,Redband Stout,American Stout,16.0 oz.,0.06%,36.0,Davenport,IA
190,365,Great River Brewery,483 Pale Ale (2010),American Pale Ale (APA),16.0 oz,0.05%,48.0,Davenport,IA
189,365,Great River Brewery,Roller Dam Red Ale (2010),Irish Red Ale,16.0 oz,0.054,30.0,Davenport,IA
1106,466,Green Room Brewing,Pablo Beach Pale Ale,American Pale Ale (APA),12.0 oz.,0.05%,30.0,Jacksonville,FL
2314,156,Greenbrier Valley Brewing Company,Wild Trail Pale Ale,American Pale Ale (APA),12.0 ounce,0.057,44.0,Lewisburg,WV
2313,156,Greenbrier Valley Brewing Company,Mothman Black IPA,American Black Ale,12.0 ounce,0.067,71.0,Lewisburg,WV
2461,86,Grey Sail Brewing Company,Autumn Winds Fest Beer,Märzen / Oktoberfest,16.0 ounce,0.058,empty,Westerly,RI
2044,86,Grey Sail Brewing Company,Captain's Daughter,American Double / Imperial IPA,12.0 oz,0.085,69.0,Westerly,RI
1567,379,Grey Sail Brewing of Rhode Island,Autumn Winds,Märzen / Oktoberfest,16.0 oz. Alumi-Tek,0.058,empty,Westerly,RI
1505,379,Grey Sail Brewing of Rhode Island,Flying Jenny Extra Pale Ale,American Pale Ale (APA),12.0 oz.,0.06%,54.0,Westerly,RI
1186,379,Grey Sail Brewing of Rhode Island,Hazy Day Belgian-Style Wit,Witbier,16.0 ounce,0.04,20.0,Westerly,RI
1185,379,Grey Sail Brewing of Rhode Island,Bring Back the Beach Blonde Ale,American Blonde Ale,16.0 ounce,0.055,empty,Westerly,RI
984,379,Grey Sail Brewing of Rhode Island,Leaning Chimney Smoked Porter,American Porter,16.0 OZ.,0.06,34.0,Westerly,RI
693,379,Grey Sail Brewing of Rhode Island,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),12.0 oz.,0.06%,54.0,Westerly,RI
631,379,Grey Sail Brewing of Rhode Island,Flagship Ale,Cream Ale,12.0 oz.,0.05%,22.0,Westerly,RI
2375,124,Griffin Claw Brewing Company,Mr. Blue Sky,American Pale Wheat Ale,16.0 oz.,0.045,6.0,Birmingham,MI
2143,124,Griffin Claw Brewing Company,3 Scrooges,Winter Warmer,16.0 ounce,0.07%,empty,Birmingham,MI
2142,124,Griffin Claw Brewing Company,Screamin�?Pumpkin,Pumpkin Ale,16.0 ounce,0.05,25.0,Birmingham,MI
2141,124,Griffin Claw Brewing Company,Grand Trunk Bohemian Pils,Czech Pilsener,16.0 ounce,0.05%,35.0,Birmingham,MI
2140,124,Griffin Claw Brewing Company,El Rojo,American Amber / Red Ale,16.0 ounce,0.065,25.0,Birmingham,MI
2139,124,Griffin Claw Brewing Company,Norm's Raggedy Ass IPA,American IPA,16.0 OZ.,0.075,empty,Birmingham,MI
2138,124,Griffin Claw Brewing Company,Grind Line,American Pale Ale (APA),16.0 ounce,0.05%,35.0,Birmingham,MI
2007,124,Griffin Claw Brewing Company,Norm's Gateway IPA,American IPA,12.0 oz,0.04,55.0,Birmingham,MI
1570,124,Griffin Claw Brewing Company,Lemon Shandy Tripel,Tripel,16.0 oz,0.09,empty,Birmingham,MI
2339,144,Grimm Brothers Brewhouse,Little Red Cap,Altbier,12.0 oz.,0.063,43.0,Loveland,CO
1857,290,Hale's Ales,Supergoose IPA,American IPA,12.0 oz,0.069,67.0,Seattle,WA
1440,290,Hale's Ales,Hale's Pale American Ale,American Pale Ale (APA),12.0 ounce,0.047,empty,Seattle,WA
1753,327,Half Acre Beer Company,Heyoka IPA,American IPA,16.0 oz.,0.07,empty,Chicago,IL
1448,327,Half Acre Beer Company,Guest Lager,American Double / Imperial Pilsner,16.0 oz.,0.08,empty,Chicago,IL
1134,327,Half Acre Beer Company,Pony Pilsner,German Pilsener,16.0 oz.,0.06%,empty,Chicago,IL
1066,327,Half Acre Beer Company,Akari Shogun American Wheat Ale,American Pale Wheat Ale,16.0 oz,0.055,empty,Chicago,IL
849,327,Half Acre Beer Company,Meat Wave,English India Pale Ale (IPA),16.0 oz,0.06,empty,Chicago,IL
352,327,Half Acre Beer Company,Over Ale,American Brown Ale,16.0 oz.,0.06,empty,Chicago,IL
149,327,Half Acre Beer Company,Gossamer Golden Ale,American Blonde Ale,16.0 oz,0.042,empty,Chicago,IL
148,327,Half Acre Beer Company,Daisy Cutter Pale Ale,American Pale Ale (APA),16.0 oz,0.052,empty,Chicago,IL
2026,248,Half Full Brewery,Pursuit,American IPA,12.0 oz. Alumi-Tek,0.07,40.0,Stamford,CT
1361,248,Half Full Brewery,Half Full Bright Ale,American Blonde Ale,12.0 oz,0.052,18.0,Stamford,CT
1016,476,Hangar 24 Craft Brewery,Orange Wheat,Fruit / Vegetable Beer,12.0 oz. Alumi-Tek,0.046,17.0,Redlands,CA
1015,476,Hangar 24 Craft Brewery,Hangar 24 Helles Lager,Munich Helles Lager,12.0 oz,0.043,14.0,Redlands,CA
1677,343,Hardywood Park Craft Brewery,The Great Return,American IPA,16.0 oz.,0.075,70.0,Richmond,VA
1331,343,Hardywood Park Craft Brewery,Hardywood Cream Ale,Cream Ale,12.0 oz,0.044,18.0,Richmond,VA
1270,343,Hardywood Park Craft Brewery,Capital Trail Pale Ale,American Pale Ale (APA),12.0 ounce,0.056,55.0,Richmond,VA
2059,234,Harpoon Brewery,UFO Gingerland,Herbed / Spiced Beer,12.0 oz,0.052,15.0,Boston,MA
1653,234,Harpoon Brewery,The Long Thaw White IPA,American White IPA,12.0 ounce,0.062,45.0,Boston,MA
1558,234,Harpoon Brewery,Honey Cider,Cider,12.0 oz.,0.048,empty,Boston,MA
1380,234,Harpoon Brewery,Harpoon Summer Beer,Kölsch,12.0 oz.,0.05%,28.0,Boston,MA
1379,234,Harpoon Brewery,Harpoon IPA,American IPA,12.0 ounce,0.059,42.0,Boston,MA
1340,234,Harpoon Brewery,UFO Pumpkin,Pumpkin Ale,12.0 oz.,0.06%,20.0,Boston,MA
1313,234,Harpoon Brewery,Harpoon Octoberfest,Märzen / Oktoberfest,12.0 oz.,0.055,30.0,Boston,MA
770,234,Harpoon Brewery,Harpoon IPA (2012),American IPA,12.0 ounce,0.06%,42.0,Boston,MA
769,234,Harpoon Brewery,Harpoon Summer Beer (2012),Kölsch,12.0 oz,0.05%,28.0,Boston,MA
610,234,Harpoon Brewery,UFO White,American Pale Wheat Ale,12.0 oz.,0.048,10.0,Boston,MA
192,0,Harpoon Brewery,Harpoon Summer Beer (2010),Kölsch,12.0 OZ.,0.05,28.0,Boston,MA
